COMBUSTÍVEL,ANO,REGIÃO,ESTADO,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,TOTAL
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PARAÍBA,141,256,10,20,0,15,25,0,15,0,25,0,5
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,1068,"622,5","7184,5",290,553,643,551,378,"361,5","795,5",700,473,749
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,ALAGOAS,83,"138,5",0,"564,5",50,0,20,0,20,25,50,108,70
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,SERGIPE,284,248,244,177,2622,239,221,238,155,210,180,215,211
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO NORDESTE,BAHIA,"2197,058","1465,798","1416,245",1173,"1472,137","18077,11",983,"1104,813",955,"1427,395","1949,535","1782,295","2150,834"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,"4046,941","3704,527","3156,123","5431,737","4256,708","4348,759","3048,826","44181,36","2787,699","3390,344","2934,813","3748,059","3326,824"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,"28093,381","24373,907","26529,315","27339,64","25722,12","28271,4","29116,05","29328,128","323416,562","26139,873","24142,92","29052,951","25306,877"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUDESTE,SÃO PAULO,"2842,04","2893,92","2561,04","3028,576","2828,686",2680,"3134,041","2868,461","2862,068","34155,356","3185,229","2849,472","2421,823"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,PARANÁ,"603,9","249,5","438,382","704,419","437,5","328,72","373,5","372,5","440,5","446,5","5758,393","666,38","696,592"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,SANTA CATARINA,4834,4633,4787,"5955,5","5714,6",5965,"4729,5","5289,539","6027,75","4882,75","5599,985","62521,934","4103,31"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,1818,1878,"1885,332",2411,2549,"3075,162",2283,2334,1911,2971,2393,2153,"27661,494"
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,810,90,0,90,180,90,90,90,0,0,90,90,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL MARÍTIMO (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,RONDÔNIA,10,10,20,10,833,115,115,344,199,0,0,0,10
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,ACRE,0,0,0,0,0,91,8,8,58,17,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,AMAZONAS,0,0,0,0,0,0,920,160,195,265,300,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,RORAIMA,0,0,0,0,0,0,0,85,0,10,45,30,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,PARÁ,0,0,0,0,4,0,0,0,4,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,AMAPÁ,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORTE,TOCANTINS,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,MARANHÃO,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PIAUÍ,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,CEARÁ,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,RIO GRANDE DO NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PARAÍBA,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,PERNAMBUCO,0,0,"382,5","789,5",0,"51,5","105,5",0,0,0,97,68,85
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,ALAGOAS,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,SERGIPE,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO NORDESTE,BAHIA,0,5,0,0,0,0,5,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,MINAS GERAIS,"2,491","4,855","4,557","9,003","4,812","3,297","2,616","51,97","4,08",0,"4,537","7,568","4,154"
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,ESPÍRITO SANTO,0,0,0,0,0,0,0,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,RIO DE JANEIRO,"893,606","987,241","689,469","906,755","779,068","898,232","900,999","1045,49","1757,386","12814,675","1448,531","1306,929","1200,969"
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUDESTE,SÃO PAULO,"1691,852","855,87","790,592","665,602","770,898","996,011","1071,361","949,378","1060,169","1494,156","14290,288","2068,399",1876
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,PARANÁ,"89,777","95,884","75,017","60,053","76,127","40,208",85,"82,138",70,"69,694","80,562","899,567","75,107"
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,SANTA CATARINA,20,30,50,55,45,40,50,50,45,55,55,50,545
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO SUL,RIO GRANDE DO SUL,"3933,312","893,891","670,297","594,99","186,948",0,"186,762",0,0,0,0,"562,246","838,178"
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,30,285,25,15,20,20,30,20,25,25,25,25,25
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,MATO GROSSO,0,0,771,164,242,173,192,0,0,0,0,0,0
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,GOIÁS,0,0,0,5,0,0,0,0,0,0,0,0,5
ÓLEO DIESEL (OUTROS ) (m3),2013,REGIÃO CENTRO-OESTE,DISTRITO FEDERAL,0,0,0,0,"0,442","0,082",0,0,0,"0,08","0,28",0,0
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,RONDÔNIA,"12517,9","12920,5","14113,5",13749,"12244,2","135210,721","9195,1",9130,8219,"9159,1","11092,205","10424,3","12445,916"
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,ACRE,2253,2562,2999,3058,2484,2659,24374,1243,1197,783,1514,1656,1966
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,AMAZONAS,"7952,262","9764,477","10147,418","12130,035","10867,089","9962,152","9333,477","106819,427","6894,3","6844,707","6960,169","7512,357","8450,984"
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,RORAIMA,"1856,6","1565,5","1692,4","1731,9","2197,6","2174,9","2009,4","2286,1","22442,4","1656,9","1718,3",1709,"1843,8"
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,PARÁ,"46813,45","52696,1","52015,016","59292,304","60958,584","64160,331","69610,766","63099,509","64079,349","661682,179","43697,8","42107,2","43151,77"
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,AMAPÁ,891,776,849,"815,5","1070,5","1581,1","1489,3",1403,"1287,5","1328,239","13195,639","829,5",875
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORTE,TOCANTINS,"15295,6","16445,173",17448,"18787,901","18402,37","20880,83","20937,06","21379,85","23252,2","20929,4","20819,9","228655,284",14077
ÓLEO DIESEL S-10 (m3),2014,REGIÃO NORDESTE,MARANHÃO,"20226,5",19425,21061,21245,23198,"22934,5","27471,657","29764,5",31791,33308,"30534,4","31543,7","312503,257"
